date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:38:15	121558/121558	---M-Z	200	added ('OK')	text/html	etag:%221dad6-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-profile.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-profile.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:15	200904/200904	---M-Z	200	added ('OK')	text/html	etag:%22310c8-61de730dc0b33-gzip%22	https://techzaa.getappui.com/larkon/admin/apps-chat.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/apps-chat.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:15	101335/101335	---M-Z	200	added ('OK')	text/html	etag:%2218bd7-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-pricing.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-pricing.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:16	106455/106455	---M-Z	200	added ('OK')	text/html	etag:%2219fd7-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-faqs.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-faqs.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:16	4348/4348	---M-Z	200	added ('OK')	text/html	etag:%2210fc-61de730e07033-gzip%22	https://techzaa.getappui.com/larkon/admin/auth-lock-screen.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/auth-lock-screen.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:16	5910/5910	---M-Z	200	added ('OK')	text/html	etag:%221716-61de730e07033-gzip%22	https://techzaa.getappui.com/larkon/admin/auth-signin.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/auth-signin.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:16	19522/19522	---M--	200	added ('OK')	image/jpeg	etag:%224c42-61de730ddef93%22	https://techzaa.getappui.com/larkon/admin/assets/images/users/avatar-7.jpg	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/users/avatar-7.jpg	(from https://techzaa.getappui.com/larkon/admin/)
16:38:18	399258/399258	---M--	200	added ('OK')	image/jpeg	etag:%226179a-61de730ddd053%22	https://techzaa.getappui.com/larkon/admin/assets/images/small/img-3.jpg	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/small/img-3.jpg	(from https://techzaa.getappui.com/larkon/admin/)
16:38:18	550474/550474	---M--	200	added ('OK')	image/jpeg	etag:%228664a-61de730dddff3%22	https://techzaa.getappui.com/larkon/admin/assets/images/small/img-6.jpg	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/small/img-6.jpg	(from https://techzaa.getappui.com/larkon/admin/)
16:38:19	30388/30388	---M--	200	added ('OK')	image/jpeg	etag:%2276b4-61de730ddef93%22	https://techzaa.getappui.com/larkon/admin/assets/images/users/avatar-6.jpg	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/users/avatar-6.jpg	(from https://techzaa.getappui.com/larkon/admin/)
16:38:19	123749/123749	---M-Z	200	added ('OK')	text/html	etag:%221e365-61e72f91bbe54-gzip%22	https://techzaa.getappui.com/larkon/admin/index.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/index-2.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:19	569612/569612	---M--	200	added ('OK')	image/jpeg	etag:%228b10c-61de730ddd053%22	https://techzaa.getappui.com/larkon/admin/assets/images/small/img-4.jpg	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/small/img-4.jpg	(from https://techzaa.getappui.com/larkon/admin/)
16:38:19	2508/2508	---M--	200	added ('OK')	image/png	etag:%229cc-61de730dd3413%22	https://techzaa.getappui.com/larkon/admin/assets/images/logo-sm.png	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/logo-sm.png	(from https://techzaa.getappui.com/larkon/admin/)
16:38:19	7486/7486	---M--	200	added ('OK')	image/png	etag:%221d3e-61de730dd3413%22	https://techzaa.getappui.com/larkon/admin/assets/images/logo-dark.png	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/logo-dark.png	(from https://techzaa.getappui.com/larkon/admin/)
16:38:19	7463/7463	---M--	200	added ('OK')	image/png	etag:%221d27-61de730dd3413%22	https://techzaa.getappui.com/larkon/admin/assets/images/logo-light.png	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/assets/images/logo-light.png	(from https://techzaa.getappui.com/larkon/admin/)
16:38:20	132782/132782	---M-Z	200	added ('OK')	text/html	etag:%22206ae-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/product-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/product-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:20	164432/164432	---M-Z	200	added ('OK')	text/html	etag:%2228250-61e72f91bfcd4-gzip%22	https://techzaa.getappui.com/larkon/admin/product-grid.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/product-grid.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:20	111331/111331	---M-Z	200	added ('OK')	text/html	etag:%221b2e3-61e72f91bed34-gzip%22	https://techzaa.getappui.com/larkon/admin/product-details.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/product-details.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:21	109998/109998	---M-Z	200	added ('OK')	text/html	etag:%221adae-61e72f91bed34-gzip%22	https://techzaa.getappui.com/larkon/admin/product-edit.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/product-edit.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:21	110071/110071	---M-Z	200	added ('OK')	text/html	etag:%221adf7-61e72f91bed34-gzip%22	https://techzaa.getappui.com/larkon/admin/product-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/product-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:21	116456/116456	---M-Z	200	added ('OK')	text/html	etag:%221c6e8-61de730e07033-gzip%22	https://techzaa.getappui.com/larkon/admin/category-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/category-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:21	97135/97135	---M-Z	200	added ('OK')	text/html	etag:%2217b6f-61e72f91baeb4-gzip%22	https://techzaa.getappui.com/larkon/admin/category-edit.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/category-edit.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:22	96864/96864	---M-Z	200	added ('OK')	text/html	etag:%2217a60-61e72f91baeb4-gzip%22	https://techzaa.getappui.com/larkon/admin/category-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/category-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:22	118938/118938	---M-Z	200	added ('OK')	text/html	etag:%221d09a-61de730e09f13-gzip%22	https://techzaa.getappui.com/larkon/admin/inventory-warehouse.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/inventory-warehouse.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:22	109935/109935	---M-Z	200	added ('OK')	text/html	etag:%221ad6f-61de730e09f13-gzip%22	https://techzaa.getappui.com/larkon/admin/inventory-received-orders.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/inventory-received-orders.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:23	121449/121449	---M-Z	200	added ('OK')	text/html	etag:%221da69-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/orders-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/orders-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:23	127030/127030	---M-Z	200	added ('OK')	text/html	etag:%221f036-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/order-detail.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/order-detail.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:23	155437/155437	---M-Z	200	added ('OK')	text/html	etag:%2225f2d-61e72f91bdd94-gzip%22	https://techzaa.getappui.com/larkon/admin/order-cart.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/order-cart.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:24	185846/185846	---M-Z	200	added ('OK')	text/html	etag:%222d5f6-61e72f91bed34-gzip%22	https://techzaa.getappui.com/larkon/admin/order-checkout.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/order-checkout.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:24	114117/114117	---M-Z	200	added ('OK')	text/html	etag:%221bdc5-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/purchase-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/purchase-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:24	109587/109587	---M-Z	200	added ('OK')	text/html	etag:%221ac13-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/purchase-order.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/purchase-order.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:24	117153/117153	---M-Z	200	added ('OK')	text/html	etag:%221c9a1-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/purchase-returns.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/purchase-returns.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:25	113129/113129	---M-Z	200	added ('OK')	text/html	etag:%221b9e9-61de730e07033-gzip%22	https://techzaa.getappui.com/larkon/admin/attributes-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/attributes-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:25	90303/90303	---M-Z	200	added ('OK')	text/html	etag:%22160bf-61de730e06093-gzip%22	https://techzaa.getappui.com/larkon/admin/attributes-edit.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/attributes-edit.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:25	90192/90192	---M-Z	200	added ('OK')	text/html	etag:%2216050-61de730e06093-gzip%22	https://techzaa.getappui.com/larkon/admin/attributes-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/attributes-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:25	117050/117050	---M-Z	200	added ('OK')	text/html	etag:%221c93a-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/invoice-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/invoice-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:26	101907/101907	---M-Z	200	added ('OK')	text/html	etag:%2218e13-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/invoice-details.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/invoice-details.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:26	109696/109696	---M-Z	200	added ('OK')	text/html	etag:%221ac80-61de730e09f13-gzip%22	https://techzaa.getappui.com/larkon/admin/invoice-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/invoice-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:26	129318/129318	---M-Z	200	added ('OK')	text/html	etag:%221f926-61e72f91bfcd4-gzip%22	https://techzaa.getappui.com/larkon/admin/settings.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/settings.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:27	112705/112705	---M-Z	200	added ('OK')	text/html	etag:%221b841-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/role-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/role-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:27	92291/92291	---M-Z	200	added ('OK')	text/html	etag:%2216883-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/role-edit.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/role-edit.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:27	92357/92357	---M-Z	200	added ('OK')	text/html	etag:%22168c5-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/role-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/role-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:27	115156/115156	---M-Z	200	added ('OK')	text/html	etag:%221c1d4-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-permissions.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-permissions.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:28	114435/114435	---M-Z	200	added ('OK')	text/html	etag:%221bf03-61de730e08f73-gzip%22	https://techzaa.getappui.com/larkon/admin/customer-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/customer-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:28	118312/118312	---M-Z	200	added ('OK')	text/html	etag:%221ce28-61de730e08f73-gzip%22	https://techzaa.getappui.com/larkon/admin/customer-detail.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/customer-detail.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:28	136817/136817	---M-Z	200	added ('OK')	text/html	etag:%2221671-61e72f91bfcd4-gzip%22	https://techzaa.getappui.com/larkon/admin/seller-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/seller-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:29	175049/175049	---M-Z	200	added ('OK')	text/html	etag:%222abc9-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/seller-details.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/seller-details.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:29	103750/103750	---M-Z	200	added ('OK')	text/html	etag:%2219546-61e72f91bfcd4-gzip%22	https://techzaa.getappui.com/larkon/admin/seller-edit.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/seller-edit.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:29	103543/103543	---M-Z	200	added ('OK')	text/html	etag:%2219477-61e72f91bfcd4-gzip%22	https://techzaa.getappui.com/larkon/admin/seller-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/seller-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:30	183666/183666	---M-Z	200	added ('OK')	text/html	etag:%222cd72-61de730e07fd3-gzip%22	https://techzaa.getappui.com/larkon/admin/coupons-list.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/coupons-list.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:30	94400/94400	---M-Z	200	added ('OK')	text/html	etag:%22170c0-61de730e07fd3-gzip%22	https://techzaa.getappui.com/larkon/admin/coupons-add.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/coupons-add.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:30	110578/110578	---M-Z	200	added ('OK')	text/html	etag:%221aff2-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-review.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-review.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:31	328481/328481	---M-Z	200	added ('OK')	text/html	etag:%2250321-61de730dc1ad3-gzip%22	https://techzaa.getappui.com/larkon/admin/apps-email.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/apps-email.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:31	91031/91031	---M-Z	200	added ('OK')	text/html	etag:%2216397-61de730dc0b33-gzip%22	https://techzaa.getappui.com/larkon/admin/apps-calendar.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/apps-calendar.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:31	118466/118466	---M-Z	200	added ('OK')	text/html	etag:%221cec2-61de730dc1ad3-gzip%22	https://techzaa.getappui.com/larkon/admin/apps-todo.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/apps-todo.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:31	103940/103940	---M-Z	200	added ('OK')	text/html	etag:%2219604-61de730e09f13-gzip%22	https://techzaa.getappui.com/larkon/admin/help-center.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/help-center.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:31	91189/91189	---M-Z	200	added ('OK')	text/html	etag:%2216435-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/privacy-policy.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/privacy-policy.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:32	86046/86046	---M-Z	200	added ('OK')	text/html	etag:%221501e-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-starter.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-starter.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:32	5360/5360	---M-Z	200	added ('OK')	text/html	etag:%2214f0-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-comingsoon.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-comingsoon.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:32	101374/101374	---M-Z	200	added ('OK')	text/html	etag:%2218bfe-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-timeline.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-timeline.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:33	3532/3532	---M-Z	200	added ('OK')	text/html	etag:%22dcc-61de730e0be53-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-maintenance.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-maintenance.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:33	3517/3517	---M-Z	200	added ('OK')	text/html	etag:%22dbd-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-404.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-404.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:33	93695/93695	---M-Z	200	added ('OK')	text/html	etag:%2216dff-61de730e0aeb3-gzip%22	https://techzaa.getappui.com/larkon/admin/pages-404-alt.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/pages-404-alt.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:34	6237/6237	---M-Z	200	added ('OK')	text/html	etag:%22185d-61de730e07033-gzip%22	https://techzaa.getappui.com/larkon/admin/auth-signup.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/auth-signup.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:34	4290/4290	---M-Z	200	added ('OK')	text/html	etag:%2210c2-61de730e07033-gzip%22	https://techzaa.getappui.com/larkon/admin/auth-password.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/auth-password.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:34	172863/172863	---M-Z	200	added ('OK')	text/html	etag:%222a33f-61de730e0ed33-gzip%22	https://techzaa.getappui.com/larkon/admin/widgets.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/widgets.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:35	123868/123868	---M-Z	200	added ('OK')	text/html	etag:%221e3dc-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-accordion.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-accordion.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:35	116883/116883	---M-Z	200	added ('OK')	text/html	etag:%221c893-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-alerts.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-alerts.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:35	96877/96877	---M-Z	200	added ('OK')	text/html	etag:%2217a6d-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-avatar.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-avatar.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:35	120218/120218	---M-Z	200	added ('OK')	text/html	etag:%221d59a-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-badge.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-badge.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:36	100078/100078	---M-Z	200	added ('OK')	text/html	etag:%22186ee-61de730e0cdf3-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-breadcrumb.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-breadcrumb.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:36	137388/137388	---M-Z	200	added ('OK')	text/html	etag:%22218ac-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-buttons.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-buttons.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:36	143038/143038	---M-Z	200	added ('OK')	text/html	etag:%2222ebe-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-card.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-card.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:37	147909/147909	---M-Z	200	added ('OK')	text/html	etag:%22241c5-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-carousel.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-carousel.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:37	106397/106397	---M-Z	200	added ('OK')	text/html	etag:%2219f9d-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-collapse.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-collapse.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:37	175867/175867	---M-Z	200	added ('OK')	text/html	etag:%222aefb-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-dropdown.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-dropdown.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:38	133024/133024	---M-Z	200	added ('OK')	text/html	etag:%22207a0-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-list-group.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-list-group.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:38	195532/195532	---M-Z	200	added ('OK')	text/html	etag:%222fbcc-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-modal.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-modal.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:38	158396/158396	---M-Z	200	added ('OK')	text/html	etag:%2226abc-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-tabs.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-tabs.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:38	133668/133668	---M-Z	200	added ('OK')	text/html	etag:%2220a24-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-offcanvas.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-offcanvas.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:39	111658/111658	---M-Z	200	added ('OK')	text/html	etag:%221b42a-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-pagination.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-pagination.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:39	101767/101767	---M-Z	200	added ('OK')	text/html	etag:%2218d87-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-placeholders.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-placeholders.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:39	105073/105073	---M-Z	200	added ('OK')	text/html	etag:%2219a71-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-popovers.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-popovers.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:39	106797/106797	---M-Z	200	added ('OK')	text/html	etag:%221a12d-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-progress.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-progress.html	(from https://techzaa.getappui.com/larkon/admin/)
16:38:40	92972/92972	---M-Z	200	added ('OK')	text/html	etag:%2216b2c-61de730e0dd93-gzip%22	https://techzaa.getappui.com/larkon/admin/ui-scrollspy.html	D:/admin_dashboard/techzaa.getappui.com/larkon/admin/ui-scrollspy.html	(from https://techzaa.getappui.com/larkon/admin/)
